"Hour","Month","Day_of_Month","Day","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station.Pressure","Minute"
" 7"," 8","30","2",16.3,13.8,"86",13.6,12.3,"92","120",11,24.1,101.63," 0"
" 9"," 8","30","2",17.3,14.8,"85",13.7,11.9,"89","230",11,24.1,101.6," 0"
"11"," 8","30","2",19.3,13.5,"69",16.4,13,"80","150",7,24.1,101.56," 0"
"13"," 8","30","2",21.4,13.2,"59",17.1,12.9,"76","110",10,24.1,101.51," 0"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46," 0"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42," 0"
"19"," 8","30","2",18.4,12.9,"70",15,12,"82","160",16,24.1,101.41," 0"
"21"," 8","30","2",16.8,13.5,"81",19.8,3.6,"33"," 40",6,24.1,102.41," 0"
" 5"," 8","30","2",16,13.5,"85",12.7,11.5,"92","360",3,24.1,101.57,"10"
" 5"," 8","30","2",16,13.5,"85",12.7,11.5,"92","360",3,24.1,101.57,"15"
" 8"," 8","30","2",16.5,13.9,"85",14.2,12.6,"90","100",8,24.1,101.62,"35"
" 9"," 8","30","2",17.3,14.8,"85",13.7,11.9,"89","230",11,24.1,101.6," 5"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58,"35"
"14"," 8","30","2",20.9,13.9,"64",17.5,12.5,"72","120",14,24.1,101.47,"20"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46," 0"
"16"," 8","30","2",19.8,12.4,"62",17.9,12.6,"71","140",15,24.1,101.44,"25"
"18"," 8","30","2",18.6,13,"70",14.3,12.2,"87","170",13,24.1,101.38,"45"
"20"," 8","30","2",17,13.4,"79",15.7,12.3,"80","170",7,24.1,101.45," 5"
" 7"," 8","30","2",16.3,13.8,"86",13.6,12.3,"92","120",11,24.1,101.63," 0"
" 8"," 8","30","2",16.5,13.9,"85",14.2,12.6,"90","100",8,24.1,101.62," 0"
" 9"," 8","30","2",17.3,14.8,"85",13.7,11.9,"89","230",11,24.1,101.6," 0"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58," 0"
"11"," 8","30","2",19.3,13.5,"69",16.4,13,"80","150",7,24.1,101.56," 0"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54," 0"
"13"," 8","30","2",21.4,13.2,"59",17.1,12.9,"76","110",10,24.1,101.51," 0"
"14"," 8","30","2",20.9,13.9,"64",17.5,12.5,"72","120",14,24.1,101.47," 0"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46," 0"
"16"," 8","30","2",19.8,12.4,"62",17.9,12.6,"71","140",15,24.1,101.44," 0"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42," 0"
"18"," 8","30","2",18.6,13,"70",14.3,12.2,"87","170",13,24.1,101.38," 0"
"19"," 8","30","2",18.4,12.9,"70",15,12,"82","160",16,24.1,101.41," 0"
"21"," 8","30","2",16.8,13.5,"81",11.6,10.2,"89","360",4,24.1,101.59," 0"
" 5"," 8","30","2",16,13.5,"85",12.7,11.5,"92","360",3,24.1,101.57,"15"
" 7"," 8","30","2",16.3,13.8,"86",13.6,12.3,"92","120",11,24.1,101.63,"45"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58,"15"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54,"45"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46,"15"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42,"45"
"20"," 8","30","2",17,13.4,"79",15.7,12.3,"80","170",7,24.1,101.45,"15"
"22"," 8","30","2",16.7,13.5,"81",14.3,11.8,"85","350",11,24.1,100.46,"45"
" 6"," 8","30","2",16,13.7,"86",12.7,11.5,"92","190",4,24.1,101.61,"20"
" 8"," 8","30","2",16.5,13.9,"85",14.2,12.6,"90","100",8,24.1,101.62,"30"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58,"40"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54,"15"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54,"50"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46,"10"
"16"," 8","30","2",19.8,12.4,"62",17.9,12.6,"71","140",15,24.1,101.44,"40"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42,"20"
"19"," 8","30","2",18.4,12.9,"70",15,12,"82","160",16,24.1,101.41,"30"
"21"," 8","30","2",16.8,13.5,"81",6.2,6,"97","320",6,6.4,101.62,"30"
" 6"," 8","30","2",16,13.7,"86",12.7,11.5,"92","190",4,24.1,101.61," 0"
" 7"," 8","30","2",16.3,13.8,"86",13.6,12.3,"92","120",11,24.1,101.63," 0"
" 8"," 8","30","2",16.5,13.9,"85",14.2,12.6,"90","100",8,24.1,101.62," 0"
" 9"," 8","30","2",17.3,14.8,"85",13.7,11.9,"89","230",11,24.1,101.6," 5"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58," 5"
"11"," 8","30","2",19.3,13.5,"69",16.4,13,"80","150",7,24.1,101.56," 5"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54,"10"
"14"," 8","30","2",20.9,13.9,"64",17.5,12.5,"72","120",14,24.1,101.47,"35"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46,"45"
"16"," 8","30","2",19.8,12.4,"62",17.9,12.6,"71","140",15,24.1,101.44,"45"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42,"50"
"18"," 8","30","2",18.6,13,"70",14.3,12.2,"87","170",13,24.1,101.38,"50"
"19"," 8","30","2",18.4,12.9,"70",15,12,"82","160",16,24.1,101.41,"50"
"20"," 8","30","2",17,13.4,"79",15.7,12.3,"80","170",7,24.1,101.45,"40"
"21"," 8","30","2",16.8,13.5,"81",9.7,7.3,"87","360",12,24.1,103.02,"40"
" 6"," 8","30","2",16,13.7,"86",12.7,11.5,"92","190",4,24.1,101.61,"20"
" 8"," 8","30","2",16.5,13.9,"85",14.2,12.6,"90","100",8,24.1,101.62,"30"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58,"40"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54,"50"
"14"," 8","30","2",20.9,13.9,"64",17.5,12.5,"72","120",14,24.1,101.47,"30"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46,"10"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42,"20"
"18"," 8","30","2",18.6,13,"70",14.3,12.2,"87","170",13,24.1,101.38,"55"
"19"," 8","30","2",18.4,12.9,"70",15,12,"82","160",16,24.1,101.41,"30"
"21"," 8","30","2",16.8,13.5,"81",5.4,2.5,"83","240",9,24.1,102.12,"30"
" 7"," 8","30","2",16.3,13.8,"86",13.6,12.3,"92","120",11,24.1,101.63,"25"
" 9"," 8","30","2",17.3,14.8,"85",13.7,11.9,"89","230",11,24.1,101.6,"40"
"12"," 8","30","2",21.1,13.9,"63",16.6,12.8,"78","110",14,24.1,101.54," 0"
"14"," 8","30","2",20.9,13.9,"64",17.5,12.5,"72","120",14,24.1,101.47,"15"
"15"," 8","30","2",20.5,13.1,"63",17.4,12.6,"73","130",16,24.1,101.46,"45"
"17"," 8","30","2",19.6,12.8,"65",15.5,12.1,"80","170",9,24.1,101.42,"50"
"19"," 8","30","2",18.4,12.9,"70",15,12,"82","160",16,24.1,101.41,"55"
"21"," 8","30","2",16.8,13.5,"81",13,8.6,"76","360",11,16.1,101.05,"50"
" 6"," 8","30","2",16,13.7,"86",12.7,11.5,"92","190",4,24.1,101.61,"20"
" 8"," 8","30","2",16.5,13.9,"85",14.2,12.6,"90","100",8,24.1,101.62,"30"
"10"," 8","30","2",19.3,15.2,"77",15.4,12.9,"85","120",14,24.1,101.58,"50"
"13"," 8","30","2",21.4,13.2,"59",17.1,12.9,"76","110",10,24.1,101.51," 5"
"14"," 8","30","2",20.9,13.9,"64",17.5,12.5,"72","120",14,24.1,101.47,"40"
"16"," 8","30","2",19.8,12.4,"62",17.9,12.6,"71","140",15,24.1,101.44,"45"
"18"," 8","30","2",18.6,13,"70",14.3,12.2,"87","170",13,24.1,101.38,"55"
"20"," 8","30","2",17,13.4,"79",15.7,12.3,"80","170",7,24.1,101.45,"55"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37," 0"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37," 0"
" 9"," 8","31","3",15.7,15.1,"97",15.1,13.3,"89","300",4,24.1,101.4," 0"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42," 0"
"11"," 8","31","3",16.6,15.4,"93",16.3,14,"86"," 90",5,24.1,101.41," 0"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43," 0"
"13"," 8","31","3",16.5,15.8,"96",13.6,12.3,"92","170",8,24.1,101.44," 0"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43," 0"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4," 0"
"16"," 8","31","3",16.7,15.3,"91",15.5,12.8,"84","190",12,24.1,101.41," 0"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4," 0"
"18"," 8","31","3",16,14.7,"92",14.1,12.3,"89","240",16,24.1,101.39," 0"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4," 0"
"21"," 8","31","3",15.6,14.6,"94",12.5,10.2,"91","230",15,24.1,102.4," 0"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"20"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4,"40"
" 5"," 8","31","3",15.6,14.5,"93",14.5,12,"85"," 60",7,24.1,101.35,"15"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37,"45"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"15"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43,"45"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4,"15"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4,"45"
"20"," 8","31","3",16,14.4,"90",13.6,12.3,"92","240",18,24.1,101.43,"15"
"22"," 8","31","3",15.6,14.7,"94",-3.7,-2.9,"99","340",5,16.1,102.15,"45"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37," 0"
" 9"," 8","31","3",15.7,15.1,"97",15.1,13.3,"89","300",4,24.1,101.4," 0"
"11"," 8","31","3",16.6,15.4,"93",16.3,14,"86"," 90",5,24.1,101.41," 0"
"13"," 8","31","3",16.5,15.8,"96",13.6,12.3,"92","170",8,24.1,101.44," 0"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4," 0"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4," 0"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4," 0"
"21"," 8","31","3",15.6,14.6,"94",11.4,10.2,"93","230",10,1.6,102.23," 0"
" 5"," 8","31","3",15.6,14.5,"93",14.5,12,"85"," 60",7,24.1,101.35,"10"
" 5"," 8","31","3",15.6,14.5,"93",14.5,12,"85"," 60",7,24.1,101.35,"15"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37,"35"
" 9"," 8","31","3",15.7,15.1,"97",15.1,13.3,"89","300",4,24.1,101.4," 5"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"35"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43,"20"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4," 0"
"16"," 8","31","3",16.7,15.3,"91",15.5,12.8,"84","190",12,24.1,101.41,"25"
"18"," 8","31","3",16,14.7,"92",14.1,12.3,"89","240",16,24.1,101.39,"45"
"20"," 8","31","3",16,14.4,"90",13.6,12.3,"92","240",18,24.1,101.43," 5"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37," 0"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37," 0"
" 9"," 8","31","3",15.7,15.1,"97",15.1,13.3,"89","300",4,24.1,101.4," 0"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42," 0"
"11"," 8","31","3",16.6,15.4,"93",16.3,14,"86"," 90",5,24.1,101.41," 0"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43," 0"
"13"," 8","31","3",16.5,15.8,"96",13.6,12.3,"92","170",8,24.1,101.44," 0"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43," 0"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4," 0"
"16"," 8","31","3",16.7,15.3,"91",15.5,12.8,"84","190",12,24.1,101.41," 0"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4," 0"
"18"," 8","31","3",16,14.7,"92",14.1,12.3,"89","240",16,24.1,101.39," 0"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4," 0"
"21"," 8","31","3",15.6,14.6,"94",15.2,8.5,"67","250",22,24.1,101.55," 0"
" 5"," 8","31","3",15.6,14.5,"93",14.5,12,"85"," 60",7,24.1,101.35,"15"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37,"45"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"15"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43,"45"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4,"15"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4,"45"
"20"," 8","31","3",16,14.4,"90",13.6,12.3,"92","240",18,24.1,101.43,"15"
"22"," 8","31","3",15.6,14.7,"94",12.8,9.6,"83","240",10,24.1,102.28,"45"
" 6"," 8","31","3",15.4,14.7,"96",13.9,12.3,"90"," 50",5,24.1,101.36,"20"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37,"30"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"40"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43,"15"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43,"50"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4,"10"
"16"," 8","31","3",16.7,15.3,"91",15.5,12.8,"84","190",12,24.1,101.41,"40"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4,"20"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4,"30"
"21"," 8","31","3",15.6,14.6,"94",10.9,10,"95","240",8,8.1,100.31,"30"
" 6"," 8","31","3",15.4,14.7,"96",13.9,12.3,"90"," 50",5,24.1,101.36," 0"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37," 0"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37," 0"
" 9"," 8","31","3",15.7,15.1,"97",15.1,13.3,"89","300",4,24.1,101.4," 5"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42," 5"
"11"," 8","31","3",16.6,15.4,"93",16.3,14,"86"," 90",5,24.1,101.41," 5"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43,"10"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43,"35"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4,"45"
"16"," 8","31","3",16.7,15.3,"91",15.5,12.8,"84","190",12,24.1,101.41,"45"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4,"50"
"18"," 8","31","3",16,14.7,"92",14.1,12.3,"89","240",16,24.1,101.39,"50"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4,"50"
"20"," 8","31","3",16,14.4,"90",13.6,12.3,"92","240",18,24.1,101.43,"40"
"21"," 8","31","3",15.6,14.6,"94",2,2.3,"99","230",4,2.4,103.14,"40"
" 6"," 8","31","3",15.4,14.7,"96",13.9,12.3,"90"," 50",5,24.1,101.36,"20"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37,"30"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"40"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43,"50"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43,"30"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4,"10"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4,"20"
"18"," 8","31","3",16,14.7,"92",14.1,12.3,"89","240",16,24.1,101.39,"55"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4,"30"
"21"," 8","31","3",15.6,14.6,"94",6,5.3,"95","330",1,12.9,100.88,"30"
" 7"," 8","31","3",15.4,14.7,"96",14.3,12.7,"90"," 50",8,24.1,101.37,"25"
" 9"," 8","31","3",15.7,15.1,"97",15.1,13.3,"89","300",4,24.1,101.4,"40"
"12"," 8","31","3",16.1,15.6,"97",14.5,13.2,"92","220",8,24.1,101.43," 0"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43,"15"
"15"," 8","31","3",16.3,15,"92",15.8,13.5,"86","180",11,24.1,101.4,"45"
"17"," 8","31","3",17.1,15.1,"88",14.3,12.4,"88","200",15,24.1,101.4,"50"
"19"," 8","31","3",16.6,14.2,"85",14.2,12.1,"87","220",15,24.1,101.4,"55"
"21"," 8","31","3",15.6,14.6,"94",2.3,2.7,"99","240",11,2.4,101.2,"50"
" 6"," 8","31","3",15.4,14.7,"96",13.9,12.3,"90"," 50",5,24.1,101.36,"20"
" 8"," 8","31","3",15.5,14.9,"96",14.7,13.1,"90"," 50",7,24.1,101.37,"30"
"10"," 8","31","3",16,15.3,"95",15,13.4,"90"," 60",4,16.1,101.42,"50"
"13"," 8","31","3",16.5,15.8,"96",13.6,12.3,"92","170",8,24.1,101.44," 5"
"14"," 8","31","3",16.1,14.9,"92",13.1,12.2,"94","230",7,24.1,101.43,"40"
"16"," 8","31","3",16.7,15.3,"91",15.5,12.8,"84","190",12,24.1,101.41,"45"
"18"," 8","31","3",16,14.7,"92",14.1,12.3,"89","240",16,24.1,101.39,"55"
"20"," 8","31","3",16,14.4,"90",13.6,12.3,"92","240",18,24.1,101.43,"55"
" 7"," 9"," 1","4",15.3,13.5,"89",15,11.8,"81","220",8,24.1,101.56," 0"
" 8"," 9"," 1","4",16,13.6,"86",13.6,11.2,"85","170",16,24.1,101.56," 0"
" 9"," 9"," 1","4",16.7,13.8,"83",14.3,11.7,"84","150",14,24.1,101.58," 0"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57," 0"
"11"," 9"," 1","4",16.1,13.5,"84",15.2,12.2,"82","110",17,24.1,101.58," 0"
"12"," 9"," 1","4",16.8,13,"78",15.5,12.3,"81","110",15,24.1,101.53," 0"
"13"," 9"," 1","4",17.3,12.7,"74",15.8,12.4,"80","120",14,24.1,101.53," 0"
"14"," 9"," 1","4",18.1,11.9,"67",15.7,12.1,"79","100",14,16.1,101.49," 0"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46," 0"
"16"," 9"," 1","4",18,12,"68",15.4,13.1,"86","320",8,16.1,101.44," 0"
"17"," 9"," 1","4",16.7,13.3,"81",15.6,14.2,"91","310",14,24.1,101.36," 0"
"18"," 9"," 1","4",14.9,13.1,"89",15.9,13.8,"87"," 50",10,24.1,101.3," 0"
"19"," 9"," 1","4",14.4,13.1,"92",14.9,13.6,"92"," 50",8,24.1,101.28," 0"
"20"," 9"," 1","4",13.4,12.8,"96",14.1,12.8,"92"," 30",3,24.1,101.26," 0"
"21"," 9"," 1","4",13.8,13,"95",13.7,10.8,"84","230",16,24.1,101.59," 0"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57,"20"
"14"," 9"," 1","4",18.1,11.9,"67",15.7,12.1,"79","100",14,16.1,101.49,"30"
"18"," 9"," 1","4",14.9,13.1,"89",15.9,13.8,"87"," 50",10,24.1,101.3,"20"
"19"," 9"," 1","4",14.4,13.1,"92",14.9,13.6,"92"," 50",8,24.1,101.28,"40"
" 5"," 9"," 1","4",14.8,13.5,"92",14.6,12.1,"85","270",11,24.1,101.52,"15"
" 7"," 9"," 1","4",15.3,13.5,"89",15,11.8,"81","220",8,24.1,101.56,"45"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57,"15"
"12"," 9"," 1","4",16.8,13,"78",15.5,12.3,"81","110",15,24.1,101.53,"45"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46,"15"
"17"," 9"," 1","4",16.7,13.3,"81",15.6,14.2,"91","310",14,24.1,101.36,"45"
"20"," 9"," 1","4",13.4,12.8,"96",14.1,12.8,"92"," 30",3,24.1,101.26,"15"
"22"," 9"," 1","4",13.6,12.9,"96",9,8,"94","360",9,24.1,102.18,"45"
" 7"," 9"," 1","4",15.3,13.5,"89",15,11.8,"81","220",8,24.1,101.56," 0"
" 9"," 9"," 1","4",16.7,13.8,"83",14.3,11.7,"84","150",14,24.1,101.58," 0"
"11"," 9"," 1","4",16.1,13.5,"84",15.2,12.2,"82","110",17,24.1,101.58," 0"
"13"," 9"," 1","4",17.3,12.7,"74",15.8,12.4,"80","120",14,24.1,101.53," 0"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46," 0"
"17"," 9"," 1","4",16.7,13.3,"81",15.6,14.2,"91","310",14,24.1,101.36," 0"
"19"," 9"," 1","4",14.4,13.1,"92",14.9,13.6,"92"," 50",8,24.1,101.28," 0"
"21"," 9"," 1","4",13.8,13,"95",26.9,8.1,"26"," 30",11,24.1,101.68," 0"
" 5"," 9"," 1","4",14.8,13.5,"92",14.6,12.1,"85","270",11,24.1,101.52,"10"
" 5"," 9"," 1","4",14.8,13.5,"92",14.6,12.1,"85","270",11,24.1,101.52,"15"
" 8"," 9"," 1","4",16,13.6,"86",13.6,11.2,"85","170",16,24.1,101.56,"35"
" 9"," 9"," 1","4",16.7,13.8,"83",14.3,11.7,"84","150",14,24.1,101.58," 5"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57,"35"
"14"," 9"," 1","4",18.1,11.9,"67",15.7,12.1,"79","100",14,16.1,101.49,"20"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46," 0"
"16"," 9"," 1","4",18,12,"68",15.4,13.1,"86","320",8,16.1,101.44,"25"
"18"," 9"," 1","4",14.9,13.1,"89",15.9,13.8,"87"," 50",10,24.1,101.3,"45"
"20"," 9"," 1","4",13.4,12.8,"96",14.1,12.8,"92"," 30",3,24.1,101.26," 5"
" 7"," 9"," 1","4",15.3,13.5,"89",15,11.8,"81","220",8,24.1,101.56," 0"
" 8"," 9"," 1","4",16,13.6,"86",13.6,11.2,"85","170",16,24.1,101.56," 0"
" 9"," 9"," 1","4",16.7,13.8,"83",14.3,11.7,"84","150",14,24.1,101.58," 0"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57," 0"
"11"," 9"," 1","4",16.1,13.5,"84",15.2,12.2,"82","110",17,24.1,101.58," 0"
"12"," 9"," 1","4",16.8,13,"78",15.5,12.3,"81","110",15,24.1,101.53," 0"
"13"," 9"," 1","4",17.3,12.7,"74",15.8,12.4,"80","120",14,24.1,101.53," 0"
"14"," 9"," 1","4",18.1,11.9,"67",15.7,12.1,"79","100",14,16.1,101.49," 0"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46," 0"
"16"," 9"," 1","4",18,12,"68",15.4,13.1,"86","320",8,16.1,101.44," 0"
"17"," 9"," 1","4",16.7,13.3,"81",15.6,14.2,"91","310",14,24.1,101.36," 0"
"18"," 9"," 1","4",14.9,13.1,"89",15.9,13.8,"87"," 50",10,24.1,101.3," 0"
"19"," 9"," 1","4",14.4,13.1,"92",14.9,13.6,"92"," 50",8,24.1,101.28," 0"
"21"," 9"," 1","4",13.8,13,"95",7.5,5.1,"87","210",2,24.1,102.09," 0"
" 5"," 9"," 1","4",14.8,13.5,"92",14.6,12.1,"85","270",11,24.1,101.52,"15"
" 7"," 9"," 1","4",15.3,13.5,"89",15,11.8,"81","220",8,24.1,101.56,"45"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57,"15"
"12"," 9"," 1","4",16.8,13,"78",15.5,12.3,"81","110",15,24.1,101.53,"45"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46,"15"
"17"," 9"," 1","4",16.7,13.3,"81",15.6,14.2,"91","310",14,24.1,101.36,"45"
"20"," 9"," 1","4",13.4,12.8,"96",14.1,12.8,"92"," 30",3,24.1,101.26,"15"
"22"," 9"," 1","4",13.6,12.9,"96",22.7,14.3,"60","140",9,24.1,101.5,"45"
" 6"," 9"," 1","4",14.7,13.5,"93",14.3,11.8,"85","240",12,24.1,101.54,"20"
" 7"," 9"," 1","4",15.3,13.5,"89",15,11.8,"81","220",8,24.1,101.56,"45"
" 8"," 9"," 1","4",16,13.6,"86",13.6,11.2,"85","170",16,24.1,101.56,"30"
"10"," 9"," 1","4",16,13.4,"84",14.9,12.4,"85","110",19,24.1,101.57,"40"
"12"," 9"," 1","4",16.8,13,"78",15.5,12.3,"81","110",15,24.1,101.53,"15"
"12"," 9"," 1","4",16.8,13,"78",15.5,12.3,"81","110",15,24.1,101.53,"50"
"15"," 9"," 1","4",17.7,11.9,"69",15.1,12.3,"83","360",3,16.1,101.46,"10"
