"","ID","Departure","Arrival","Minutes","Day_of_Month","Month","Day","Hour","Traffic","Van_Temp_Cel","Van_Dew_Point_Temp_Cel","Van_Relative_Humidity_Per","Vic_Temp_Cel","Vic_Dew_Point_Temp_Cel","Vic_Relative_Humidity_Per","Vic_Wind_Direct_Deg","Vic_Wind_Speed","Vic_Visibility","Vic_Station_Pressure"
"192",192,"Swartz Bay","Tsawwassen","0","29","November","Wednesday","13","1",7.2,6,93,7.1,4.8,85,110,15,24.1,102.82
"193",193,"Swartz Bay","Tsawwassen","0","29","November","Wednesday","15","1",7,6.3,95,8.1,5.3,83,120,9,24.1,102.71
"194",194,"Swartz Bay","Tsawwassen","0","29","November","Wednesday","17","3",7,6.1,94,8.2,6.1,86,110,7,24.1,102.6
"195",195,"Swartz Bay","Tsawwassen","0","29","November","Wednesday","19","2",6.6,5.5,93,8.3,6.2,86,120,8,24.1,102.45
"196",196,"Swartz Bay","Tsawwassen","0","29","November","Wednesday","21","1",6.6,5.8,95,8.2,5.7,85,360,3,24.1,102.37
"197",197,"Duke Point","Tsawwassen","15","29","November","Wednesday","5","1",5.4,4.5,94,8.1,0.2,57,20,8,24.1,103.8
"198",198,"Duke Point","Tsawwassen","45","29","November","Wednesday","7","1",5.6,4.6,93,7.1,4.8,85,140,12,24.1,102.72
"199",199,"Duke Point","Tsawwassen","15","29","November","Wednesday","10","1",6.8,5.5,92,7.1,4.4,82,130,9,24.1,102.88
"200",200,"Duke Point","Tsawwassen","45","29","November","Wednesday","12","2",6.8,5.9,94,6.8,4.8,87,110,12,24.1,102.88
"201",201,"Duke Point","Tsawwassen","15","29","November","Wednesday","15","2",7,6.3,95,8.1,5.3,83,120,9,24.1,102.71
"202",202,"Duke Point","Tsawwassen","45","29","November","Wednesday","17","1",7,6.1,94,8.2,6.1,86,110,7,24.1,102.6
"203",203,"Duke Point","Tsawwassen","15","29","November","Wednesday","20","1",6.7,6,95,8.2,5.4,83,170,4,24.1,102.4
"204",204,"Duke Point","Tsawwassen","45","29","November","Wednesday","22","1",6.7,5.8,94,6.9,3.4,79,350,20,24.1,102.12
"205",205,"Departure Bay","Horseshoe Bay","30","29","November","Wednesday","6","1",5.4,4.6,95,7.5,5.4,87,170,3,16.1,102.71
"206",206,"Departure Bay","Horseshoe Bay","30","29","November","Wednesday","8","1",6.2,5.1,93,7.2,4.7,84,120,14,24.1,102.74
"207",207,"Departure Bay","Horseshoe Bay","30","29","November","Wednesday","10","1",6.8,5.5,92,7.1,4.4,82,130,9,24.1,102.88
"208",208,"Departure Bay","Horseshoe Bay","30","29","November","Wednesday","12","2",6.8,5.9,94,6.8,4.8,87,110,12,24.1,102.88
"209",209,"Departure Bay","Horseshoe Bay","0","29","November","Wednesday","15","1",7,6.3,95,8.1,5.3,83,120,9,24.1,102.71
"210",210,"Departure Bay","Horseshoe Bay","0","29","November","Wednesday","17","3",7,6.1,94,8.2,6.1,86,110,7,24.1,102.6
"211",211,"Departure Bay","Horseshoe Bay","0","29","November","Wednesday","21","1",6.6,5.8,95,8.2,5.7,85,360,3,24.1,102.37
"212",212,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","6","1",5.4,4.6,95,7.5,5.4,87,170,3,16.1,102.71
"213",213,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","7","1",5.6,4.6,93,7.1,4.8,85,140,12,24.1,102.72
"214",214,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","8","1",6.2,5.1,93,7.2,4.7,84,120,14,24.1,102.74
"215",215,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","9","1",6.3,5.2,93,7.2,3.9,80,160,14,24.1,102.79
"216",216,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","10","1",6.8,5.5,92,7.1,4.4,82,130,9,24.1,102.88
"217",217,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","11","1",6.7,5.7,93,7.2,5,86,110,10,24.1,102.88
"218",218,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","29","November","Wednesday","12","1",6.8,5.9,94,6.8,4.8,87,110,12,24.1,102.88
"219",219,"Horseshoe Bay","Snug Cove (Bowen Is.)","25","29","November","Wednesday","14","1",7.1,6.2,94,7.7,5.2,84,110,12,24.1,102.78
"220",220,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","15","1",7,6.3,95,8.1,5.3,83,120,9,24.1,102.71
"221",221,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","16","5",7.2,6.3,94,8,5.4,84,90,3,24.1,102.65
"222",222,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","17","1",7,6.1,94,8.2,6.1,86,110,7,24.1,102.6
"223",223,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","18","2",6.9,6,94,8.4,6.6,88,110,7,24.1,102.55
"224",224,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","19","1",6.6,5.5,93,8.3,6.2,86,120,8,24.1,102.45
"225",225,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","20","2",6.7,6,95,8.2,5.4,83,170,4,24.1,102.4
"226",226,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","29","November","Wednesday","21","2",6.6,5.8,95,8.2,5.7,85,360,3,24.1,102.37
"227",227,"Horseshoe Bay","Departure Bay","30","29","November","Wednesday","6","1",5.4,4.6,95,7.5,5.4,87,170,3,16.1,102.71
"228",228,"Horseshoe Bay","Departure Bay","30","29","November","Wednesday","8","1",6.2,5.1,93,7.2,4.7,84,120,14,24.1,102.74
"229",229,"Horseshoe Bay","Departure Bay","30","29","November","Wednesday","10","1",6.8,5.5,92,7.1,4.4,82,130,9,24.1,102.88
"230",230,"Horseshoe Bay","Departure Bay","30","29","November","Wednesday","12","2",6.8,5.9,94,6.8,4.8,87,110,12,24.1,102.88
"231",231,"Horseshoe Bay","Departure Bay","0","29","November","Wednesday","15","1",7,6.3,95,8.1,5.3,83,120,9,24.1,102.71
"232",232,"Horseshoe Bay","Departure Bay","0","29","November","Wednesday","17","3",7,6.1,94,8.2,6.1,86,110,7,24.1,102.6
"233",233,"Horseshoe Bay","Departure Bay","0","29","November","Wednesday","19","2",6.6,5.5,93,8.3,6.2,86,120,8,24.1,102.45
"234",234,"Horseshoe Bay","Langdale","20","29","November","Wednesday","7","1",5.6,4.6,93,7.1,4.8,85,140,12,24.1,102.72
"235",235,"Horseshoe Bay","Langdale","25","29","November","Wednesday","9","1",6.3,5.2,93,7.2,3.9,80,160,14,24.1,102.79
"236",236,"Horseshoe Bay","Langdale","30","29","November","Wednesday","11","1",6.7,5.7,93,7.2,5,86,110,10,24.1,102.88
"237",237,"Horseshoe Bay","Langdale","35","29","November","Wednesday","13","1",7.2,6,93,7.1,4.8,85,110,15,24.1,102.82
"238",238,"Horseshoe Bay","Langdale","50","29","November","Wednesday","15","2",7,6.3,95,8.1,5.3,83,120,9,24.1,102.71
"239",239,"Horseshoe Bay","Langdale","50","29","November","Wednesday","17","1",7,6.1,94,8.2,6.1,86,110,7,24.1,102.6
"240",240,"Horseshoe Bay","Langdale","50","29","November","Wednesday","19","1",6.6,5.5,93,8.3,6.2,86,120,8,24.1,102.45
"241",241,"Horseshoe Bay","Langdale","45","29","November","Wednesday","21","1",6.6,5.8,95,8.2,5.7,85,360,3,24.1,102.37
"242",242,"Langdale","Horseshoe Bay","20","29","November","Wednesday","6","1",5.4,4.6,95,7.5,5.4,87,170,3,16.1,102.71
"243",243,"Langdale","Horseshoe Bay","25","29","November","Wednesday","8","1",6.2,5.1,93,7.2,4.7,84,120,14,24.1,102.74
"244",244,"Langdale","Horseshoe Bay","25","29","November","Wednesday","10","1",6.8,5.5,92,7.1,4.4,82,130,9,24.1,102.88
"245",245,"Langdale","Horseshoe Bay","35","29","November","Wednesday","12","1",6.8,5.9,94,6.8,4.8,87,110,12,24.1,102.88
"246",246,"Langdale","Horseshoe Bay","45","29","November","Wednesday","14","1",7.1,6.2,94,7.7,5.2,84,110,12,24.1,102.78
"247",247,"Langdale","Horseshoe Bay","50","29","November","Wednesday","16","3",7.2,6.3,94,8,5.4,84,90,3,24.1,102.65
"248",248,"Langdale","Horseshoe Bay","50","29","November","Wednesday","18","1",6.9,6,94,8.4,6.6,88,110,7,24.1,102.55
"249",249,"Langdale","Horseshoe Bay","45","29","November","Wednesday","20","2",6.7,6,95,8.2,5.4,83,170,4,24.1,102.4
"250",250,"Tsawwassen","Swartz Bay","0","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"251",251,"Tsawwassen","Swartz Bay","0","30","November","Thursday","9","1",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"252",252,"Tsawwassen","Swartz Bay","0","30","November","Thursday","11","1",6.6,5.5,93,7.1,5.9,92,120,20,8.1,101.81
"253",253,"Tsawwassen","Swartz Bay","0","30","November","Thursday","13","2",6.5,5.6,94,7,5.5,90,100,18,11.3,101.78
"254",254,"Tsawwassen","Swartz Bay","0","30","November","Thursday","15","1",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"255",255,"Tsawwassen","Swartz Bay","0","30","November","Thursday","17","4",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"256",256,"Tsawwassen","Swartz Bay","0","30","November","Thursday","18","2",6.2,5.3,94,7.2,6.5,95,320,4,16.1,101.82
"257",257,"Tsawwassen","Swartz Bay","0","30","November","Thursday","19","2",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"258",258,"Tsawwassen","Swartz Bay","0","30","November","Thursday","21","1",6.2,5.4,95,7.6,5.7,88,220,8,24.1,101.89
"259",259,"Tsawwassen","Southern Gulf Islands","55","30","November","Thursday","9","1",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"260",260,"Tsawwassen","Southern Gulf Islands","15","30","November","Thursday","19","1",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"261",261,"Tsawwassen","Duke Point","15","30","November","Thursday","5","1",6.9,5.9,93,8.7,3.2,67,20,23,24.1,102.39
"262",262,"Tsawwassen","Duke Point","45","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"263",263,"Tsawwassen","Duke Point","15","30","November","Thursday","10","1",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"264",264,"Tsawwassen","Duke Point","45","30","November","Thursday","12","2",6.4,5.3,93,7.1,5.6,90,120,23,12.9,101.79
"265",265,"Tsawwassen","Duke Point","15","30","November","Thursday","15","2",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"266",266,"Tsawwassen","Duke Point","45","30","November","Thursday","17","2",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"267",267,"Tsawwassen","Duke Point","15","30","November","Thursday","20","2",6.3,5.3,94,7.3,6.1,92,180,3,24.1,101.87
"268",268,"Tsawwassen","Duke Point","30","30","November","Thursday","22","1",6.1,5.5,96,10.1,3,60,30,12,24.1,101.06
"269",269,"Tsawwassen","Duke Point","45","30","November","Thursday","22","3",6.1,5.5,96,7,5.3,88,220,14,24.1,101.79
"270",270,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"271",271,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","9","1",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"272",272,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","11","1",6.6,5.5,93,7.1,5.9,92,120,20,8.1,101.81
"273",273,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","13","2",6.5,5.6,94,7,5.5,90,100,18,11.3,101.78
"274",274,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","15","1",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"275",275,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","17","4",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"276",276,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","19","2",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"277",277,"Swartz Bay","Fulford Harbour (Saltspring Is.)","0","30","November","Thursday","21","1",6.2,5.4,95,7.6,5.7,88,220,8,24.1,101.89
"278",278,"Swartz Bay","Southern Gulf Islands","0","30","November","Thursday","5","1",6.9,5.9,93,5.6,4.4,90,210,8,24.1,102.33
"279",279,"Swartz Bay","Southern Gulf Islands","5","30","November","Thursday","5","1",6.9,5.9,93,4.6,4.2,96,300,5,3.2,102.06
"280",280,"Swartz Bay","Southern Gulf Islands","15","30","November","Thursday","8","1",6.7,5.3,91,8.5,5.3,80,90,12,24.1,101.76
"281",281,"Swartz Bay","Southern Gulf Islands","10","30","November","Thursday","9","1",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"282",282,"Swartz Bay","Southern Gulf Islands","10","30","November","Thursday","10","2",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"283",283,"Swartz Bay","Southern Gulf Islands","20","30","November","Thursday","14","1",6.3,5.2,92,7.2,5.7,91,90,13,12.9,101.77
"284",284,"Swartz Bay","Southern Gulf Islands","10","30","November","Thursday","15","1",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"285",285,"Swartz Bay","Southern Gulf Islands","20","30","November","Thursday","16","4",6.4,5.6,94,7.7,6.1,89,360,3,12.9,101.79
"286",286,"Swartz Bay","Southern Gulf Islands","40","30","November","Thursday","18","1",6.2,5.3,94,7.2,6.5,95,320,4,16.1,101.82
"287",287,"Swartz Bay","Southern Gulf Islands","55","30","November","Thursday","19","1",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"288",288,"Swartz Bay","Tsawwassen","0","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"289",289,"Swartz Bay","Tsawwassen","0","30","November","Thursday","9","1",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"290",290,"Swartz Bay","Tsawwassen","0","30","November","Thursday","11","1",6.6,5.5,93,7.1,5.9,92,120,20,8.1,101.81
"291",291,"Swartz Bay","Tsawwassen","0","30","November","Thursday","13","2",6.5,5.6,94,7,5.5,90,100,18,11.3,101.78
"292",292,"Swartz Bay","Tsawwassen","0","30","November","Thursday","15","1",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"293",293,"Swartz Bay","Tsawwassen","0","30","November","Thursday","16","4",6.4,5.6,94,7.7,6.1,89,360,3,12.9,101.79
"294",294,"Swartz Bay","Tsawwassen","0","30","November","Thursday","17","4",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"295",295,"Swartz Bay","Tsawwassen","0","30","November","Thursday","19","2",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"296",296,"Swartz Bay","Tsawwassen","0","30","November","Thursday","21","1",6.2,5.4,95,7.6,5.7,88,220,8,24.1,101.89
"297",297,"Duke Point","Tsawwassen","15","30","November","Thursday","5","1",6.9,5.9,93,4.7,4.9,97,250,7,24.1,102.38
"298",298,"Duke Point","Tsawwassen","45","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"299",299,"Duke Point","Tsawwassen","15","30","November","Thursday","10","1",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"300",300,"Duke Point","Tsawwassen","45","30","November","Thursday","12","2",6.4,5.3,93,7.1,5.6,90,120,23,12.9,101.79
"301",301,"Duke Point","Tsawwassen","15","30","November","Thursday","15","2",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"302",302,"Duke Point","Tsawwassen","45","30","November","Thursday","17","2",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"303",303,"Duke Point","Tsawwassen","15","30","November","Thursday","20","2",6.3,5.3,94,7.3,6.1,92,180,3,24.1,101.87
"304",304,"Duke Point","Tsawwassen","45","30","November","Thursday","22","3",6.1,5.5,96,8.5,4.9,79,360,27,24.1,100.45
"305",305,"Departure Bay","Horseshoe Bay","30","30","November","Thursday","6","1",6.9,5.4,91,8.3,4.9,79,90,13,24.1,101.78
"306",306,"Departure Bay","Horseshoe Bay","30","30","November","Thursday","8","2",6.7,5.3,91,8.5,5.3,80,90,12,24.1,101.76
"307",307,"Departure Bay","Horseshoe Bay","30","30","November","Thursday","10","1",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"308",308,"Departure Bay","Horseshoe Bay","30","30","November","Thursday","12","1",6.4,5.3,93,7.1,5.6,90,120,23,12.9,101.79
"309",309,"Departure Bay","Horseshoe Bay","0","30","November","Thursday","15","1",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"310",310,"Departure Bay","Horseshoe Bay","0","30","November","Thursday","17","4",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"311",311,"Departure Bay","Horseshoe Bay","0","30","November","Thursday","21","1",6.2,5.4,95,7.6,5.7,88,220,8,24.1,101.89
"312",312,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","6","1",6.9,5.4,91,8.3,4.9,79,90,13,24.1,101.78
"313",313,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"314",314,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","8","1",6.7,5.3,91,8.5,5.3,80,90,12,24.1,101.76
"315",315,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","9","1",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"316",316,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","10","1",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"317",317,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","11","1",6.6,5.5,93,7.1,5.9,92,120,20,8.1,101.81
"318",318,"Horseshoe Bay","Snug Cove (Bowen Is.)","0","30","November","Thursday","12","1",6.4,5.3,93,7.1,5.6,90,120,23,12.9,101.79
"319",319,"Horseshoe Bay","Snug Cove (Bowen Is.)","25","30","November","Thursday","14","1",6.3,5.2,92,7.2,5.7,91,90,13,12.9,101.77
"320",320,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","15","2",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"321",321,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","16","3",6.4,5.6,94,7.7,6.1,89,360,3,12.9,101.79
"322",322,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","17","1",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"323",323,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","18","1",6.2,5.3,94,7.2,6.5,95,320,4,16.1,101.82
"324",324,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","19","2",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"325",325,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","20","1",6.3,5.3,94,7.3,6.1,92,180,3,24.1,101.87
"326",326,"Horseshoe Bay","Snug Cove (Bowen Is.)","30","30","November","Thursday","21","1",6.2,5.4,95,7.6,5.7,88,220,8,24.1,101.89
"327",327,"Horseshoe Bay","Departure Bay","30","30","November","Thursday","6","1",6.9,5.4,91,8.3,4.9,79,90,13,24.1,101.78
"328",328,"Horseshoe Bay","Departure Bay","30","30","November","Thursday","8","2",6.7,5.3,91,8.5,5.3,80,90,12,24.1,101.76
"329",329,"Horseshoe Bay","Departure Bay","30","30","November","Thursday","10","1",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"330",330,"Horseshoe Bay","Departure Bay","30","30","November","Thursday","12","1",6.4,5.3,93,7.1,5.6,90,120,23,12.9,101.79
"331",331,"Horseshoe Bay","Departure Bay","0","30","November","Thursday","15","1",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"332",332,"Horseshoe Bay","Departure Bay","0","30","November","Thursday","17","4",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"333",333,"Horseshoe Bay","Departure Bay","0","30","November","Thursday","19","2",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"334",334,"Horseshoe Bay","Langdale","20","30","November","Thursday","7","1",6.9,5,88,8.4,5.1,80,80,7,24.1,101.78
"335",335,"Horseshoe Bay","Langdale","25","30","November","Thursday","9","2",6.2,5.3,94,8.1,6.5,90,30,6,12.9,101.75
"336",336,"Horseshoe Bay","Langdale","30","30","November","Thursday","11","1",6.6,5.5,93,7.1,5.9,92,120,20,8.1,101.81
"337",337,"Horseshoe Bay","Langdale","35","30","November","Thursday","13","1",6.5,5.6,94,7,5.5,90,100,18,11.3,101.78
"338",338,"Horseshoe Bay","Langdale","50","30","November","Thursday","15","4",6.5,5.1,90,7.5,6.1,91,70,7,12.9,101.78
"339",339,"Horseshoe Bay","Langdale","50","30","November","Thursday","17","2",6.2,5.3,94,7.5,6.5,94,310,7,16.1,101.8
"340",340,"Horseshoe Bay","Langdale","50","30","November","Thursday","19","2",6.2,5.2,94,7.2,6.4,94,270,3,16.1,101.85
"341",341,"Horseshoe Bay","Langdale","45","30","November","Thursday","21","2",6.2,5.4,95,7.6,5.7,88,220,8,24.1,101.89
"342",342,"Langdale","Horseshoe Bay","20","30","November","Thursday","6","1",6.9,5.4,91,8.3,4.9,79,90,13,24.1,101.78
"343",343,"Langdale","Horseshoe Bay","25","30","November","Thursday","8","1",6.7,5.3,91,8.5,5.3,80,90,12,24.1,101.76
"344",344,"Langdale","Horseshoe Bay","25","30","November","Thursday","10","1",6.4,5.5,94,8,6.2,89,70,7,11.3,101.8
"345",345,"Langdale","Horseshoe Bay","35","30","November","Thursday","12","1",6.4,5.3,93,7.1,5.6,90,120,23,12.9,101.79
"346",346,"Langdale","Horseshoe Bay","45","30","November","Thursday","14","1",6.3,5.2,92,7.2,5.7,91,90,13,12.9,101.77
"347",347,"Langdale","Horseshoe Bay","50","30","November","Thursday","16","4",6.4,5.6,94,7.7,6.1,89,360,3,12.9,101.79
"348",348,"Langdale","Horseshoe Bay","50","30","November","Thursday","18","1",6.2,5.3,94,7.2,6.5,95,320,4,16.1,101.82
"349",349,"Langdale","Horseshoe Bay","45","30","November","Thursday","20","2",6.3,5.3,94,7.3,6.1,92,180,3,24.1,101.87
"350",350,"Tsawwassen","Swartz Bay","0","1","December","Friday","7","1",7.3,6.1,92,7.5,5.8,89,210,15,12.9,101.54
"351",351,"Tsawwassen","Swartz Bay","0","1","December","Friday","9","1",7.7,6.2,90,7.1,5.8,91,210,10,12.9,101.53
"352",352,"Tsawwassen","Swartz Bay","0","1","December","Friday","11","1",7.2,6,92,7.2,5.7,90,140,6,8.1,101.52
"353",353,"Tsawwassen","Swartz Bay","0","1","December","Friday","13","1",6.6,5.6,94,7.3,4.9,85,60,10,16.1,101.37
"354",354,"Tsawwassen","Swartz Bay","0","1","December","Friday","14","1",6.4,5.4,93,7.6,5.4,86,10,4,16.1,101.31
"355",355,"Tsawwassen","Swartz Bay","0","1","December","Friday","15","1",6.1,5.3,94,7.7,6,89,90,8,16.1,101.24
"356",356,"Tsawwassen","Swartz Bay","0","1","December","Friday","18","1",5.7,4.9,95,6.5,5.2,92,340,7,16.1,101.21
"357",357,"Tsawwassen","Swartz Bay","0","1","December","Friday","19","2",4.9,3.9,93,6.6,5,90,300,7,24.1,101.26
"358",358,"Tsawwassen","Swartz Bay","0","1","December","Friday","21","1",5.1,4.3,94,7.8,5.3,85,170,14,24.1,101.33
"359",359,"Tsawwassen","Swartz Bay","0","1","December","Friday","22","2",5.1,4.3,94,13,5.4,57,20,16,24.1,101.23
"360",360,"Tsawwassen","Southern Gulf Islands","55","1","December","Friday","9","2",7.7,6.2,90,7.1,5.8,91,210,10,12.9,101.53
"361",361,"Tsawwassen","Southern Gulf Islands","20","1","December","Friday","15","1",6.1,5.3,94,7.7,6,89,90,8,16.1,101.24
"362",362,"Tsawwassen","Southern Gulf Islands","50","1","December","Friday","19","1",4.9,3.9,93,6.6,5,90,300,7,24.1,101.26
"363",363,"Tsawwassen","Duke Point","15","1","December","Friday","5","1",6.9,6.2,95,10.9,4.8,66,60,7,24.1,101.64
"364",364,"Tsawwassen","Duke Point","45","1","December","Friday","7","1",7.3,6.1,92,7.5,5.8,89,210,15,12.9,101.54
"365",365,"Tsawwassen","Duke Point","15","1","December","Friday","10","1",7.4,6.2,93,7.3,5.9,91,120,11,9.7,101.55
"366",366,"Tsawwassen","Duke Point","45","1","December","Friday","12","2",6.8,6,94,7.3,5.2,87,180,4,9.7,101.47
"367",367,"Tsawwassen","Duke Point","15","1","December","Friday","15","1",6.1,5.3,94,7.7,6,89,90,8,16.1,101.24
"368",368,"Tsawwassen","Duke Point","45","1","December","Friday","17","1",5.9,4.8,93,7.2,6.2,93,300,13,4.8,101.24
"369",369,"Tsawwassen","Duke Point","15","1","December","Friday","20","1",4.9,4.1,95,7.7,5,83,220,17,16.1,101.31
"370",370,"Tsawwassen","Duke Point","45","1","December","Friday","22","1",5.1,4.3,94,2.1,1.2,93,230,7,12.9,100.25
